state,county,current_votes,trump_votes,percent_trump_votes
Pennsylvania,Fayette County,62139,41227,66.35%
Pennsylvania,Forest County,2646,1882,71.13%
Pennsylvania,Franklin County,80783,57245,70.86%
Pennsylvania,Fulton County,7977,6824,85.55%
Pennsylvania,Greene County,17669,12579,71.19%
Pennsylvania,Huntingdon County,22792,17061,74.86%
Pennsylvania,Indiana County,41198,28089,68.18%
Pennsylvania,Jefferson County,22824,17960,78.69%
Pennsylvania,Juniata County,12043,9649,80.12%
Pennsylvania,Lackawanna County,115410,52334,45.35%
Pennsylvania,Lancaster County,281375,160209,56.94%
Pennsylvania,Lawrence County,46076,29597,64.24%
Pennsylvania,Lebanon County,71858,46731,65.03%
Pennsylvania,Lehigh County,184713,84259,45.62%
Pennsylvania,Luzerne County,153321,86929,56.70%
Pennsylvania,Lycoming County,59254,41462,69.97%
Pennsylvania,McKean County,19466,14083,72.35%
Pennsylvania,Mercer County,57954,36143,62.36%
Pennsylvania,Mifflin County,21502,16670,77.53%
Pennsylvania,Monroe County,83829,38726,46.20%
Pennsylvania,Montgomery County,510157,185460,36.35%
Pennsylvania,Montour County,9817,5844,59.53%
Pennsylvania,Northampton County,171399,83854,48.92%
Pennsylvania,Northumberland County,42283,28952,68.47%
Pennsylvania,Perry County,24652,18293,74.20%
Pennsylvania,Philadelphia County,741377,132740,17.90%
Pennsylvania,Pike County,32554,19213,59.02%
Pennsylvania,Potter County,9064,7239,79.87%
Pennsylvania,Schuylkill County,70603,48871,69.22%
Pennsylvania,Snyder County,19140,13983,73.06%
Pennsylvania,Somerset County,40543,31466,77.61%
Pennsylvania,Sullivan County,3595,2619,72.85%
Pennsylvania,Susquehanna County,21752,15207,69.91%
Pennsylvania,Tioga County,21075,15742,74.70%
Pennsylvania,Union County,20115,12356,61.43%
Pennsylvania,Venango County,26528,18569,70.00%
Pennsylvania,Warren County,20650,14237,68.94%
Pennsylvania,Washington County,118478,72080,60.84%
Pennsylvania,Wayne County,28089,18637,66.35%
Pennsylvania,Westmoreland County,205183,130218,63.46%
Pennsylvania,Wyoming County,14858,9936,66.87%
Pennsylvania,York County,238471,146733,61.53%
Rhode Island,East Providence,23153,7930,34.25%
Rhode Island,Exeter,4082,2009,49.22%
Rhode Island,Foster,2865,1582,55.22%
Rhode Island,Glocester,6113,3351,54.82%
Rhode Island,Hopkinton,4846,2423,50.00%
Rhode Island,Jamestown,4084,1212,29.68%
Rhode Island,Johnston,15263,8222,53.87%
Rhode Island,Lincoln,12671,5779,45.61%
Rhode Island,Little Compton,2535,951,37.51%
Rhode Island,Middletown,8608,2885,33.52%
Rhode Island,Barrington,10832,2889,26.67%
Rhode Island,Narragansett,9030,3551,39.32%
Rhode Island,Newport,10712,2662,24.85%
Rhode Island,New Shoreham,955,195,20.42%
Rhode Island,North Kingstown,17577,6633,37.74%
Rhode Island,North Providence,16851,7129,42.31%
Rhode Island,North Smithfield,7206,3550,49.26%
Rhode Island,Pawtucket,25788,7257,28.14%
Rhode Island,Portsmouth,10917,3995,36.59%
Rhode Island,Providence,57167,10186,17.82%
Rhode Island,Richmond,4808,2343,48.73%
Rhode Island,Bristol,11657,4595,39.42%
Rhode Island,Scituate,6683,3806,56.95%
Rhode Island,Smithfield,11528,5744,49.83%
Rhode Island,South Kingstown,16688,5003,29.98%
Rhode Island,Tiverton,9292,4017,43.23%
Rhode Island,Warren,5926,2261,38.15%
Rhode Island,Warwick,46441,19578,42.16%
Rhode Island,Westerly,12854,5463,42.50%
Rhode Island,West Greenwich,4000,2242,56.05%
Rhode Island,West Warwick,14001,6493,46.38%
Rhode Island,Woonsocket,13838,6265,45.27%
Rhode Island,Burrillville,8538,4906,57.46%
Rhode Island,Central Falls,4272,1113,26.05%
Rhode Island,Charlestown,5220,2198,42.11%
Rhode Island,Coventry,20004,10461,52.29%
Rhode Island,Cranston,41053,17313,42.17%
Rhode Island,Cumberland,19678,8418,42.78%
Rhode Island,East Greenwich,8647,3227,37.32%
South Carolina,Abbeville County,12433,8215,66.07%
South Carolina,Aiken County,85185,51589,60.56%
South Carolina,Allendale County,3593,835,23.24%
South Carolina,Anderson County,96093,67565,70.31%
South Carolina,Bamberg County,6482,2417,37.29%
South Carolina,Barnwell County,10321,5492,53.21%
South Carolina,Beaufort County,97835,53194,54.37%
South Carolina,Berkeley County,104458,57397,54.95%
South Carolina,Calhoun County,8291,4305,51.92%
South Carolina,Charleston County,218857,93297,42.63%
South Carolina,Cherokee County,25270,18043,71.40%
South Carolina,Chester County,15757,8660,54.96%
South Carolina,Chesterfield County,18876,11297,59.85%
South Carolina,Clarendon County,16733,8361,49.97%
South Carolina,Colleton County,19283,10440,54.14%
South Carolina,Darlington County,32417,16832,51.92%
South Carolina,Dillon County,13101,6582,50.24%
South Carolina,Dorchester County,77278,41913,54.24%
South Carolina,Edgefield County,13304,8184,61.52%
South Carolina,Fairfield County,12136,4625,38.11%
South Carolina,Florence County,64510,32615,50.56%
South Carolina,Georgetown County,36668,20487,55.87%
South Carolina,Greenville County,258155,150021,58.11%
South Carolina,Greenwood County,32006,19431,60.71%
South Carolina,Hampton County,9305,3906,41.98%
South Carolina,Horry County,179744,118821,66.11%
South Carolina,Jasper County,14394,7078,49.17%
South Carolina,Kershaw County,33629,20471,60.87%
South Carolina,Lancaster County,49868,30312,60.78%
South Carolina,Laurens County,30488,20004,65.61%
South Carolina,Lee County,8431,3008,35.68%
South Carolina,Lexington County,144568,92817,64.20%
South Carolina,McCormick County,5697,2958,51.92%
South Carolina,Marion County,14704,5711,38.84%
South Carolina,Marlboro County,11446,5044,44.07%
South Carolina,Newberry County,18631,11443,61.42%
South Carolina,Oconee County,40668,29698,73.03%
South Carolina,Orangeburg County,41205,13603,33.01%
South Carolina,Pickens County,57546,42907,74.56%
South Carolina,Richland County,193822,58313,30.09%
South Carolina,Saluda County,9274,6210,66.96%
South Carolina,Spartanburg County,148655,93560,62.94%
South Carolina,Sumter County,48920,21000,42.93%
South Carolina,Union County,13257,8183,61.73%
South Carolina,Williamsburg County,15985,5532,34.61%
South Carolina,York County,144050,82727,57.43%
South Dakota,Aurora County,1405,1052,74.88%
South Dakota,Beadle County,7081,4808,67.90%
South Dakota,Bennett County,1183,694,58.66%
South Dakota,Bon Homme County,3001,2235,74.48%
South Dakota,Brookings County,14567,8000,54.92%
South Dakota,Brown County,17547,10580,60.30%
South Dakota,Brule County,2490,1750,70.28%
South Dakota,Buffalo County,549,183,33.33%
South Dakota,Butte County,4802,3731,77.70%
South Dakota,Campbell County,873,747,85.57%
South Dakota,Charles Mix County,3783,2552,67.46%
South Dakota,Clark County,1850,1373,74.22%
South Dakota,Clay County,5698,2456,43.10%
South Dakota,Codington County,13161,8958,68.06%
South Dakota,Corson County,1283,647,50.43%
South Dakota,Custer County,5494,3852,70.11%
South Dakota,Davison County,8454,5613,66.39%
South Dakota,Day County,2964,1869,63.06%
South Dakota,Deuel County,2350,1699,72.30%
South Dakota,Dewey County,1966,790,40.18%
South Dakota,Douglas County,1707,1468,86.00%
South Dakota,Edmunds County,1985,1538,77.48%
South Dakota,Fall River County,4042,2878,71.20%
South Dakota,Faulk County,1182,964,81.56%
South Dakota,Grant County,3745,2618,69.91%
South Dakota,Gregory County,2258,1771,78.43%
South Dakota,Haakon County,1137,1026,90.24%
South Dakota,Hamlin County,3083,2372,76.94%
South Dakota,Hand County,1836,1433,78.05%
South Dakota,Hanson County,2388,1793,75.08%
South Dakota,Harding County,813,748,92.00%
South Dakota,Hughes County,8723,5522,63.30%
South Dakota,Hutchinson County,3767,2944,78.15%
South Dakota,Hyde County,710,564,79.44%
South Dakota,Jackson County,1115,738,66.19%
South Dakota,Jerauld County,1006,721,71.67%
South Dakota,Jones County,599,498,83.14%
South Dakota,Kingsbury County,2779,1904,68.51%
South Dakota,Lake County,5873,3681,62.68%
South Dakota,Lawrence County,13828,8753,63.30%
South Dakota,Lincoln County,32396,19617,60.55%
South Dakota,Lyman County,1597,1042,65.25%
South Dakota,McCook County,2900,2068,71.31%
South Dakota,McPherson County,1324,1075,81.19%
South Dakota,Marshall County,2178,1287,59.09%
South Dakota,Meade County,13670,9875,72.24%
South Dakota,Mellette County,769,449,58.39%
South Dakota,Miner County,1138,787,69.16%
South Dakota,Minnehaha County,92326,49249,53.34%
South Dakota,Moody County,3206,1951,60.85%
South Dakota,Oglala Lakota County,3200,297,9.28%
South Dakota,Pennington County,57518,35063,60.96%
South Dakota,Perkins County,1669,1401,83.94%
South Dakota,Potter County,1380,1139,82.54%
South Dakota,Roberts County,4307,2404,55.82%
South Dakota,Sanborn County,1185,905,76.37%
South Dakota,Spink County,3163,2104,66.52%
South Dakota,Stanley County,1652,1203,72.82%
South Dakota,Sully County,930,726,78.06%
South Dakota,Todd County,2539,532,20.95%
South Dakota,Tripp County,2696,2161,80.16%
South Dakota,Turner County,4548,3290,72.34%
South Dakota,Union County,8855,5944,67.13%
South Dakota,Walworth County,2580,1966,76.20%
South Dakota,Yankton County,10900,6581,60.38%
South Dakota,Ziebach County,906,404,44.59%
Tennessee,Anderson County,35570,23184,65.18%
Tennessee,Bedford County,19088,14354,75.20%
Tennessee,Benton County,7260,5668,78.07%
Tennessee,Bledsoe County,5758,4725,82.06%
Tennessee,Blount County,66609,47369,71.12%
Tennessee,Bradley County,45865,35204,76.76%
Tennessee,Campbell County,14933,12331,82.58%
Tennessee,Cannon County,6557,5190,79.15%
Tennessee,Carroll County,11905,9205,77.32%
Tennessee,Carter County,24492,19584,79.96%
Tennessee,Cheatham County,20260,14438,71.26%
Tennessee,Chester County,7584,5952,78.48%
Tennessee,Claiborne County,12945,10604,81.92%
Tennessee,Clay County,3506,2733,77.95%
Tennessee,Cocke County,14859,12162,81.85%
Tennessee,Coffee County,24282,17883,73.65%
Tennessee,Crockett County,6114,4673,76.43%
Tennessee,Cumberland County,32279,25168,77.97%
Tennessee,Davidson County,309658,100218,32.36%
Tennessee,Decatur County,5241,4229,80.69%
Tennessee,DeKalb County,8513,6672,78.37%
Tennessee,Dickson County,24323,17643,72.54%
Tennessee,Dyer County,15079,11768,78.04%
Tennessee,Fayette County,22984,15690,68.26%
Tennessee,Fentress County,8729,7441,85.24%
Tennessee,Franklin County,19132,13987,73.11%
Tennessee,Gibson County,22335,16259,72.80%
Tennessee,Giles County,13203,9784,74.10%
Tennessee,Grainger County,10134,8565,84.52%
Tennessee,Greene County,28087,22259,79.25%
Tennessee,Grundy County,5855,4802,82.02%
Tennessee,Hamblen County,24631,18811,76.37%
Tennessee,Hamilton County,171113,92108,53.83%
Tennessee,Hancock County,2744,2372,86.44%
Tennessee,Hardeman County,10063,5760,57.24%
Tennessee,Hardin County,11538,9559,82.85%
Tennessee,Hawkins County,24824,20405,82.20%
Tennessee,Haywood County,7439,3343,44.94%
Tennessee,Henderson County,12020,9797,81.51%
Tennessee,Henry County,15047,11239,74.69%
Tennessee,Hickman County,9832,7577,77.06%
Tennessee,Houston County,3686,2718,73.74%
Tennessee,Humphreys County,8236,6120,74.31%
Tennessee,Jackson County,5323,4118,77.36%
Tennessee,Jefferson County,23616,18651,78.98%
Tennessee,Johnson County,7801,6468,82.91%
Tennessee,Knox County,220556,124540,56.47%
Tennessee,Lake County,2034,1492,73.35%
Tennessee,Lauderdale County,8965,5674,63.29%
Tennessee,Lawrence County,18718,15334,81.92%
Tennessee,Lewis County,5609,4474,79.76%
Tennessee,Lincoln County,15608,12281,78.68%
Tennessee,Loudon County,29347,21713,73.99%
Tennessee,McMinn County,22844,18198,79.66%
Tennessee,McNairy County,11275,9093,80.65%
Tennessee,Macon County,9487,8096,85.34%
Tennessee,Madison County,42950,23943,55.75%
Tennessee,Marion County,13256,9911,74.77%
Tennessee,Marshall County,14878,11043,74.22%
Tennessee,Maury County,46657,31464,67.44%
Tennessee,Meigs County,5532,4467,80.75%
Tennessee,Monroe County,20797,16783,80.70%
Tennessee,Montgomery County,76758,42187,54.96%
Tennessee,Moore County,3539,2888,81.60%
Tennessee,Morgan County,8228,6930,84.22%
Tennessee,Obion County,13521,10790,79.80%
Tennessee,Overton County,10037,7918,78.89%
Tennessee,Perry County,3428,2775,80.95%
Tennessee,Pickett County,2931,2381,81.24%
Tennessee,Polk County,8360,6792,81.24%
Tennessee,Putnam County,33593,23759,70.73%
Tennessee,Rhea County,13637,11050,81.03%
Tennessee,Roane County,25917,19230,74.20%
Tennessee,Robertson County,33717,24536,72.77%
Tennessee,Rutherford County,143878,81480,56.63%
Tennessee,Scott County,9052,8004,88.42%
Tennessee,Sequatchie County,7252,5855,80.74%
Tennessee,Sevier County,43535,33783,77.60%
Tennessee,Shelby County,382055,129815,33.98%
Tennessee,Smith County,9051,7136,78.84%
Tennessee,Stewart County,6296,4950,78.62%
Tennessee,Sullivan County,74357,55860,75.12%
Tennessee,Sumner County,92630,63454,68.50%
Tennessee,Tipton County,27308,20070,73.49%
Tennessee,Trousdale County,3998,2936,73.44%
Tennessee,Unicoi County,8307,6599,79.44%
Tennessee,Union County,8123,6803,83.75%
Tennessee,Van Buren County,2921,2342,80.18%
Tennessee,Warren County,16009,11850,74.02%
Tennessee,Washington County,60203,40444,67.18%
Tennessee,Wayne County,6669,5795,86.89%
Tennessee,Weakley County,13735,10396,75.69%
Tennessee,White County,11895,9606,80.76%
Tennessee,Williamson County,139016,86469,62.20%
Tennessee,Wilson County,74330,50296,67.67%
Texas,Anderson County,19227,15110,78.59%
Texas,Andrews County,5863,4943,84.31%
Texas,Angelina County,34574,25076,72.53%
Texas,Aransas County,12290,9239,75.17%
Texas,Archer County,4796,4300,89.66%
Texas,Armstrong County,1112,1035,93.08%
Texas,Atascosa County,18118,12039,66.45%
Texas,Austin County,14554,11447,78.65%
Texas,Bailey County,1860,1434,77.10%
Texas,Bandera County,12715,10057,79.10%
Texas,Bastrop County,36665,20516,55.96%
Texas,Baylor County,1702,1494,87.78%
Texas,Bee County,9420,6006,63.76%
Texas,Bell County,127375,67893,53.30%
Texas,Bexar County,768952,308618,40.13%
Texas,Blanco County,7441,5443,73.15%
Texas,Borden County,416,397,95.43%
Texas,Bosque County,9126,7469,81.84%
Texas,Bowie County,38261,27116,70.87%
Texas,Brazoria County,154984,90433,58.35%
Texas,Brazos County,85061,47530,55.88%
Texas,Brewster County,4822,2461,51.04%
Texas,Briscoe County,725,639,88.14%
Texas,Brooks County,2484,998,40.18%
Texas,Brown County,15969,13698,85.78%
Texas,Burleson County,8609,6743,78.33%
Texas,Burnet County,24717,18767,75.93%
Texas,Caldwell County,14973,8031,53.64%
Texas,Calhoun County,7856,5641,71.80%
Texas,Callahan County,6832,6012,88.00%
Texas,Cameron County,114174,49032,42.94%
Texas,Camp County,5060,3626,71.66%
Texas,Carson County,3122,2779,89.01%
Texas,Cass County,13927,11033,79.22%
Texas,Castro County,2083,1602,76.91%
Texas,Chambers County,21652,17353,80.15%
Texas,Cherokee County,19508,15101,77.41%
Texas,Childress County,2279,1943,85.26%
Texas,Clay County,5741,5069,88.29%
Texas,Cochran County,1000,809,80.90%
Texas,Coke County,1779,1586,89.15%
Texas,Coleman County,4124,3641,88.29%
Texas,Collin County,492216,252318,51.26%
Texas,Collingsworth County,1218,1048,86.04%
Texas,Colorado County,9975,7472,74.91%
Texas,Comal County,88863,62740,70.60%
Texas,Comanche County,6086,5177,85.06%
Texas,Concho County,1268,1058,83.44%
Texas,Cooke County,18988,15596,82.14%
Texas,Coryell County,23490,15438,65.72%
Texas,Cottle County,662,540,81.57%
Texas,Crane County,1503,1247,82.97%
Texas,Crockett County,1574,1220,77.51%
Texas,Crosby County,1953,1396,71.48%
Texas,Culberson County,864,415,48.03%
Texas,Dallam County,1609,1389,86.33%
Texas,Dallas County,921638,307076,33.32%
Texas,Dawson County,3789,2951,77.88%
Texas,Deaf Smith County,4610,3294,71.45%
Texas,Delta County,2592,2162,83.41%
Texas,Denton County,417964,222480,53.23%
Texas,DeWitt County,8118,6567,80.89%
Texas,Dickens County,988,853,86.34%
Texas,Dimmit County,3666,1384,37.75%
Texas,Donley County,1648,1438,87.26%
Texas,Duval County,5053,2443,48.35%
Texas,Eastland County,8292,7237,87.28%
Texas,Ector County,44581,32697,73.34%
Texas,Edwards County,1066,893,83.77%
Texas,Ellis County,85493,56717,66.34%
Texas,El Paso County,267215,84331,31.56%
Texas,Erath County,16853,13684,81.20%
Texas,Falls County,6133,4177,68.11%
Texas,Fannin County,15004,12171,81.12%
Texas,Fayette County,12941,10171,78.60%
Texas,Fisher County,1826,1448,79.30%
Texas,Floyd County,2039,1584,77.69%
Texas,Foard County,551,445,80.76%
Texas,Fort Bend County,357514,157718,44.12%
Texas,Franklin County,5009,4161,83.07%
Texas,Freestone County,8711,6991,80.25%
Texas,Frio County,5279,2823,53.48%
Texas,Gaines County,5995,5355,89.32%
Texas,Galveston County,155060,93911,60.56%
Texas,Garza County,1653,1413,85.48%
Texas,Gillespie County,15846,12514,78.97%
Texas,Glasscock County,653,611,93.57%
Texas,Goliad County,3988,3085,77.36%
Texas,Gonzales County,7647,5627,73.58%
Texas,Gray County,7782,6840,87.90%
Texas,Grayson County,59439,44163,74.30%
Texas,Gregg County,47982,32493,67.72%
Texas,Grimes County,12413,9432,75.98%
Texas,Guadalupe County,77592,47553,61.29%
Texas,Hale County,9584,7177,74.89%
Texas,Hall County,1168,995,85.19%
Texas,Hamilton County,4349,3616,83.15%
Texas,Hansford County,2047,1849,90.33%
Texas,Hardeman County,1580,1330,84.18%
Texas,Hardin County,27635,23858,86.33%
Texas,Harris County,1640818,700630,42.70%
Texas,Harrison County,29710,21466,72.25%
Texas,Hartley County,2078,1868,89.89%
Texas,Haskell County,2214,1840,83.11%
Texas,Hays County,109357,47680,43.60%
Texas,Hemphill County,1720,1486,86.40%
Texas,Henderson County,36310,28911,79.62%
Texas,Hidalgo County,220884,90527,40.98%
Texas,Hill County,14931,11926,79.87%
Texas,Hockley County,8095,6536,80.74%
Texas,Hood County,32541,26496,81.42%
Texas,Hopkins County,15939,12719,79.80%
Texas,Houston County,9437,7060,74.81%
Texas,Howard County,10240,8054,78.65%
Texas,Hudspeth County,1165,779,66.87%
Texas,Hunt County,38574,29163,75.60%
Texas,Hutchinson County,8771,7681,87.57%
Texas,Irion County,889,759,85.38%
Texas,Jack County,3782,3418,90.38%
Texas,Jackson County,6340,5231,82.51%
Texas,Jasper County,15608,12542,80.36%
Texas,Jeff Davis County,1305,784,60.08%
Texas,Jefferson County,94739,47570,50.21%
Texas,Jim Hogg County,2036,833,40.91%
Texas,Jim Wells County,13669,7453,54.52%
Texas,Johnson County,72005,54628,75.87%
Texas,Jones County,6741,5660,83.96%
Texas,Karnes County,5249,3968,75.60%
Texas,Kaufman County,56703,37624,66.35%
Texas,Kendall County,26438,20083,75.96%
Texas,Kenedy County,194,127,65.46%
Texas,Kent County,462,411,88.96%
Texas,Kerr County,27745,20879,75.25%
Texas,Kimble County,2292,1987,86.69%
Texas,King County,159,151,94.97%
Texas,Kinney County,1603,1144,71.37%
Texas,Kleberg County,10944,5504,50.29%
Texas,Knox County,1456,1180,81.04%
Texas,Lamar County,21418,16760,78.25%
Texas,Lamb County,4408,3521,79.88%
Texas,Lampasas County,10399,8086,77.76%
Texas,La Salle County,2406,1335,55.49%
Texas,Lavaca County,10197,8804,86.34%
Texas,Lee County,8086,6255,77.36%
Texas,Leon County,8674,7523,86.73%
Texas,Liberty County,29334,23302,79.44%
Texas,Limestone County,9095,6789,74.65%
Texas,Lipscomb County,1353,1205,89.06%
Texas,Live Oak County,5054,4199,83.08%
Texas,Llano County,12660,10079,79.61%
Texas,Loving County,66,60,90.91%
Texas,Lubbock County,120771,78861,65.30%
Texas,Lynn County,2293,1853,80.81%
Texas,McCulloch County,3436,2904,84.52%
Texas,McLennan County,97771,59543,60.90%
Texas,McMullen County,516,460,89.15%
Texas,Madison County,5297,4169,78.70%
Texas,Marion County,4864,3470,71.34%
Texas,Martin County,2160,1857,85.97%
Texas,Mason County,2474,1991,80.48%
Texas,Matagorda County,13726,9845,71.73%
Texas,Maverick County,15346,6881,44.84%
Texas,Medina County,22644,15642,69.08%
Texas,Menard County,1028,823,80.06%
Texas,Midland County,58856,45624,77.52%
Texas,Milam County,10576,7984,75.49%
Texas,Mills County,2505,2217,88.50%
Texas,Mitchell County,2579,2170,84.14%
Texas,Montague County,9814,8615,87.78%
Texas,Montgomery County,271451,193382,71.24%
Texas,Moore County,5508,4359,79.14%
Texas,Morris County,5587,3872,69.30%
Texas,Motley County,652,604,92.64%
Texas,Nacogdoches County,26763,17378,64.93%
Texas,Navarro County,19121,13800,72.17%
Texas,Newton County,6094,4882,80.11%
Texas,Nolan County,5356,4131,77.13%
Texas,Nueces County,127314,64617,50.75%
Texas,Ochiltree County,3156,2812,89.10%
Texas,Oldham County,1009,917,90.88%
Texas,Orange County,35994,29186,81.09%
Texas,Palo Pinto County,12485,10179,81.53%
Texas,Panola County,11451,9326,81.44%
Texas,Parker County,76128,62045,81.50%
Texas,Parmer County,2650,2135,80.57%
Texas,Pecos County,4668,3215,68.87%
Texas,Polk County,24181,18573,76.81%
Texas,Potter County,33321,22820,68.49%
Texas,Presidio County,2217,721,32.52%
Texas,Rains County,6053,5155,85.16%
Texas,Randall County,64674,50796,78.54%
Texas,Reagan County,1124,942,83.81%
Texas,Real County,1982,1643,82.90%
Texas,Red River County,5806,4517,77.80%
Texas,Reeves County,3687,2254,61.13%
Texas,Refugio County,3366,2210,65.66%
Texas,Roberts County,550,529,96.18%
Texas,Robertson County,8099,5646,69.71%
Texas,Rockwall County,53891,36726,68.15%
Texas,Runnels County,4409,3807,86.35%
Texas,Rusk County,21368,16534,77.38%
Texas,Sabine County,5487,4784,87.19%
Texas,San Augustine County,4002,3007,75.14%
Texas,San Jacinto County,12638,10161,80.40%
Texas,San Patricio County,25888,16516,63.80%
Texas,San Saba County,2602,2308,88.70%
Texas,Schleicher County,1159,940,81.10%
Texas,Scurry County,5869,4983,84.90%
Texas,Shackelford County,1628,1484,91.15%
Texas,Shelby County,10084,7975,79.09%
Texas,Sherman County,991,886,89.40%
Texas,Smith County,100075,69080,69.03%
Texas,Somervell County,4947,4105,82.98%
Texas,Starr County,17525,8247,47.06%
Texas,Stephens County,3800,3385,89.08%
Texas,Sterling County,639,584,91.39%
Texas,Stonewall County,736,615,83.56%
Texas,Sutton County,1557,1222,78.48%
Texas,Swisher County,2355,1845,78.34%
Texas,Tarrant County,834697,409741,49.09%
Texas,Taylor County,55112,39547,71.76%
Texas,Terrell County,458,334,72.93%
Texas,Terry County,3612,2812,77.85%
Texas,Throckmorton County,899,806,89.66%
Texas,Titus County,10539,7570,71.83%
Texas,Tom Green County,45210,32313,71.47%
Texas,Travis County,610349,161337,26.43%
Texas,Trinity County,6938,5579,80.41%
Texas,Tyler County,9660,8194,84.82%
Texas,Upshur County,18887,15809,83.70%
Texas,Upton County,1368,1178,86.11%
Texas,Uvalde County,10342,6174,59.70%
Texas,Val Verde County,15272,8284,54.24%
Texas,Van Zandt County,25994,22270,85.67%
Texas,Victoria County,34188,23358,68.32%
Texas,Walker County,23612,15375,65.12%
Texas,Waller County,22734,14260,62.73%
Texas,Ward County,4060,3241,79.83%
Texas,Washington County,17418,12959,74.40%
Texas,Webb County,68397,25898,37.86%
Texas,Wharton County,16761,11926,71.15%
Texas,Wheeler County,2337,2159,92.38%
Texas,Wichita County,46030,32069,69.67%
Texas,Wilbarger County,4524,3524,77.90%
Texas,Willacy County,5549,2441,43.99%
Texas,Williamson County,289312,139729,48.30%
Texas,Wilson County,25013,18463,73.81%
Texas,Winkler County,2126,1753,82.46%
Texas,Wise County,32362,27032,83.53%
Texas,Wood County,22779,19049,83.63%
Texas,Yoakum County,2631,2174,82.63%
Texas,Young County,8239,7110,86.30%
Texas,Zapata County,3874,2033,52.48%
Texas,Zavala County,4379,1490,34.03%
Utah,Beaver County,3100,2695,86.94%
Utah,Box Elder County,27027,21548,79.73%
Utah,Cache County,57571,38032,66.06%
Utah,Carbon County,9369,6693,71.44%
Utah,Daggett County,619,496,80.13%
Utah,Davis County,169895,104135,61.29%
Utah,Duchesne County,8524,7513,88.14%
Utah,Emery County,4865,4207,86.47%
Utah,Garfield County,2732,2158,78.99%
Utah,Grand County,5185,2248,43.36%
Utah,Iron County,24890,18989,76.29%
Utah,Juab County,5866,5087,86.72%
Utah,Kane County,4180,2998,71.72%
Utah,Millard County,6160,5404,87.73%
Utah,Morgan County,6512,5181,79.56%
Utah,Piute County,871,773,88.75%
Utah,Rich County,1363,1157,84.89%
Utah,Salt Lake County,541175,230174,42.53%
Utah,San Juan County,6878,3535,51.40%
Utah,Sanpete County,12631,10459,82.80%
Utah,Sevier County,10363,9052,87.35%
Utah,Summit County,26088,10252,39.30%
Utah,Tooele County,31518,21014,66.67%
Utah,Uintah County,15307,13261,86.63%
Utah,Utah County,284480,192812,67.78%
Utah,Wasatch County,17581,10795,61.40%
Utah,Washington County,90476,67294,74.38%
Utah,Wayne County,1621,1229,75.82%
Utah,Weber County,111442,65949,59.18%
Vermont,Jamaica,581,149,25.65%
Vermont,Jay,294,139,47.28%
Vermont,Jericho,3662,905,24.71%
Vermont,Johnson,1589,528,33.23%
Vermont,Kirby,329,129,39.21%
Vermont,Landgrove,134,18,13.43%
Vermont,Leicester,542,230,42.44%
Vermont,Lemington,49,23,46.94%
Vermont,Lincoln,959,211,22.00%
Vermont,Londonderry,1118,347,31.04%
Vermont,Barnet,1095,437,39.91%
Vermont,Lowell,487,273,56.06%
Vermont,Ludlow,1237,473,38.24%
Vermont,Lunenburg,633,366,57.82%
Vermont,Lyndon,2440,1136,46.56%
Vermont,Maidstone,145,74,51.03%
Vermont,Manchester,2785,732,26.28%
Vermont,Marlboro,646,94,14.55%
Vermont,Marshfield,964,336,34.85%
Vermont,Mendon,780,314,40.26%
Vermont,Middlebury,4331,732,16.90%
Vermont,Barre,3807,1298,34.10%
Vermont,Middlesex,1243,231,18.58%
Vermont,Middletown Springs,549,225,40.98%
Vermont,Milton,6168,2612,42.35%
Vermont,Monkton,1403,395,28.15%
Vermont,Montgomery,756,278,36.77%
Vermont,Montpelier,5185,468,9.03%
Vermont,Moretown,1185,223,18.82%
Vermont,Morgan,401,218,54.36%
Vermont,Morristown,3197,833,26.06%
Vermont,Mount Holly,848,375,44.22%
Vermont,Barre Town,4766,2093,43.92%
Vermont,Mount Tabor,117,56,47.86%
Vermont,Newark,346,159,45.95%
Vermont,Newbury,1214,490,40.36%
Vermont,Newfane,1141,261,22.87%
Vermont,New Haven,1172,396,33.79%
Vermont,Newport,1842,757,41.10%
Vermont,Newport Town,776,415,53.48%
Vermont,Northfield,2465,837,33.96%
Vermont,North Hero,705,250,35.46%
Vermont,Norton,108,62,57.41%
Vermont,Barton,1296,570,43.98%
Vermont,Norwich,2570,211,8.21%
Vermont,Orange,610,324,53.11%
Vermont,Orwell,752,351,46.68%
Vermont,Panton,420,137,32.62%
Vermont,Pawlet,887,369,41.60%
Vermont,Peacham,519,141,27.17%
Vermont,Peru,300,71,23.67%
Vermont,Pittsfield,332,120,36.14%
Vermont,Pittsford,1737,784,45.14%
Vermont,Plainfield,814,166,20.39%
Vermont,Belvidere,176,93,52.84%
Vermont,Plymouth,371,104,28.03%
Vermont,Pomfret,679,146,21.50%
Vermont,Poultney,1664,755,45.37%
Vermont,Pownal,1778,831,46.74%
Vermont,Proctor,955,392,41.05%
Vermont,Putney,1515,235,15.51%
Vermont,Randolph,2586,801,30.97%
Vermont,Reading,445,120,26.97%
Vermont,Readsboro,431,212,49.19%
Vermont,Richford,942,478,50.74%
Vermont,Bennington,7096,2473,34.85%
Vermont,Richmond,2941,572,19.45%
Vermont,Ripton,369,76,20.60%
Vermont,Rochester,732,183,25.00%
